"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","2017","Total","Male","Parma","City proper","Estimate - de jure","Final figure, complete","2018","93310",""
"Italy","2017","Total","Male","Perugia","City proper","Estimate - de jure","Final figure, complete","2018","79250.5",""
"Italy","2017","Total","Male","Pescara","City proper","Estimate - de jure","Final figure, complete","2018","56058",""
"Italy","2017","Total","Male","Piacenza","City proper","Estimate - de jure","Final figure, complete","2018","48947.5",""
"Italy","2017","Total","Male","Prato","City proper","Estimate - de jure","Final figure, complete","2018","93416.5",""
"Italy","2017","Total","Male","Ravenna","City proper","Estimate - de jure","Final figure, complete","2018","77174.5",""
"Italy","2017","Total","Male","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2018","87200",""
"Italy","2017","Total","Male","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2018","83627",""
"Italy","2017","Total","Male","Rimini","City proper","Estimate - de jure","Final figure, complete","2018","71377.5",""
"Italy","2017","Total","Male","ROMA","City proper","Estimate - de jure","Final figure, complete","2018","1362623.5",""
"Italy","2017","Total","Male","Salerno","City proper","Estimate - de jure","Final figure, complete","2018","62759",""
"Italy","2017","Total","Male","Sassari","City proper","Estimate - de jure","Final figure, complete","2018","61121",""
"Italy","2017","Total","Male","Siracusa","City proper","Estimate - de jure","Final figure, complete","2018","59623",""
"Italy","2017","Total","Male","Taranto","City proper","Estimate - de jure","Final figure, complete","2018","94898.5",""
"Italy","2017","Total","Male","Terni","City proper","Estimate - de jure","Final figure, complete","2018","52434.5",""
"Italy","2017","Total","Male","Torino","City proper","Estimate - de jure","Final figure, complete","2018","421657.5",""
"Italy","2017","Total","Male","Trento","City proper","Estimate - de jure","Final figure, complete","2018","56530",""
"Italy","2017","Total","Male","Trieste","City proper","Estimate - de jure","Final figure, complete","2018","97522",""
"Italy","2017","Total","Male","Venezia","City proper","Estimate - de jure","Final figure, complete","2018","124028.5",""
"Italy","2017","Total","Male","Verona","City proper","Estimate - de jure","Final figure, complete","2018","121697.5",""
"Italy","2017","Total","Male","Vicenza","City proper","Estimate - de jure","Final figure, complete","2018","52899",""
"Italy","2017","Total","Female","Ancona","City proper","Estimate - de jure","Final figure, complete","2018","52575",""
"Italy","2017","Total","Female","Bari","City proper","Estimate - de jure","Final figure, complete","2018","168215.5",""
"Italy","2017","Total","Female","Bergamo","City proper","Estimate - de jure","Final figure, complete","2018","63760.5",""
"Italy","2017","Total","Female","Bologna","City proper","Estimate - de jure","Final figure, complete","2018","205363.5",""
"Italy","2017","Total","Female","Bolzano","City proper","Estimate - de jure","Final figure, complete","2018","55728",""
"Italy","2017","Total","Female","Brescia","City proper","Estimate - de jure","Final figure, complete","2018","103812",""
"Italy","2017","Total","Female","Cagliari","City proper","Estimate - de jure","Final figure, complete","2018","82173",""
"Italy","2017","Total","Female","Catania","City proper","Estimate - de jure","Final figure, complete","2018","162117",""
"Italy","2017","Total","Female","Ferrara","City proper","Estimate - de jure","Final figure, complete","2018","69984",""
"Italy","2017","Total","Female","Firenze","City proper","Estimate - de jure","Final figure, complete","2018","202511.5",""
"Italy","2017","Total","Female","Foggia","City proper","Estimate - de jure","Final figure, complete","2018","78358",""
"Italy","2017","Total","Female","Forli","City proper","Estimate - de jure","Final figure, complete","2018","61221",""
"Italy","2017","Total","Female","Genova","City proper","Estimate - de jure","Final figure, complete","2018","307321",""
"Italy","2017","Total","Female","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2018","62571",""
"Italy","2017","Total","Female","Latina","City proper","Estimate - de jure","Final figure, complete","2018","65052",""
"Italy","2017","Total","Female","Livorno","City proper","Estimate - de jure","Final figure, complete","2018","82587.5",""
"Italy","2017","Total","Female","Messina","City proper","Estimate - de jure","Final figure, complete","2018","122735.5",""
"Italy","2017","Total","Female","Milano","City proper","Estimate - de jure","Final figure, complete","2018","708268.5",""
"Italy","2017","Total","Female","Modena","City proper","Estimate - de jure","Final figure, complete","2018","96512",""
"Italy","2017","Total","Female","Monza","City proper","Estimate - de jure","Final figure, complete","2018","64161",""
"Italy","2017","Total","Female","Napoli","City proper","Estimate - de jure","Final figure, complete","2018","505499.5",""
"Italy","2017","Total","Female","Novara","City proper","Estimate - de jure","Final figure, complete","2018","54015.5",""
"Italy","2017","Total","Female","Padova","City proper","Estimate - de jure","Final figure, complete","2018","111302.5",""
"Italy","2017","Total","Female","Palermo","City proper","Estimate - de jure","Final figure, complete","2018","350352.5",""
"Italy","2017","Total","Female","Parma","City proper","Estimate - de jure","Final figure, complete","2018","101742",""
"Italy","2017","Total","Female","Perugia","City proper","Estimate - de jure","Final figure, complete","2018","86929",""
"Italy","2017","Total","Female","Pescara","City proper","Estimate - de jure","Final figure, complete","2018","63760.5",""
"Italy","2017","Total","Female","Piacenza","City proper","Estimate - de jure","Final figure, complete","2018","53771",""
"Italy","2017","Total","Female","Prato","City proper","Estimate - de jure","Final figure, complete","2018","99480.5",""
"Italy","2017","Total","Female","Ravenna","City proper","Estimate - de jure","Final figure, complete","2018","81911.5",""
"Italy","2017","Total","Female","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2018","94799",""
"Italy","2017","Total","Female","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2018","88090.5",""
"Italy","2017","Total","Female","Rimini","City proper","Estimate - de jure","Final figure, complete","2018","77778",""
"Italy","2017","Total","Female","ROMA","City proper","Estimate - de jure","Final figure, complete","2018","1510523.5",""
"Italy","2017","Total","Female","Salerno","City proper","Estimate - de jure","Final figure, complete","2018","71651",""
"Italy","2017","Total","Female","Sassari","City proper","Estimate - de jure","Final figure, complete","2018","66030",""
"Italy","2017","Total","Female","Siracusa","City proper","Estimate - de jure","Final figure, complete","2018","62195",""
"Italy","2017","Total","Female","Taranto","City proper","Estimate - de jure","Final figure, complete","2018","104023.5",""
"Italy","2017","Total","Female","Terni","City proper","Estimate - de jure","Final figure, complete","2018","58887.5",""
"Italy","2017","Total","Female","Torino","City proper","Estimate - de jure","Final figure, complete","2018","463022.5",""
"Italy","2017","Total","Female","Trento","City proper","Estimate - de jure","Final figure, complete","2018","61177",""
"Italy","2017","Total","Female","Trieste","City proper","Estimate - de jure","Final figure, complete","2018","106764",""
"Italy","2017","Total","Female","Venezia","City proper","Estimate - de jure","Final figure, complete","2018","137584.5",""
"Italy","2017","Total","Female","Verona","City proper","Estimate - de jure","Final figure, complete","2018","135616.5",""
"Italy","2017","Total","Female","Vicenza","City proper","Estimate - de jure","Final figure, complete","2018","59010",""
"Italy","2016","Total","Both Sexes","Ancona","City proper","Estimate - de jure","Final figure, complete","2017","100778.5",""
"Italy","2016","Total","Both Sexes","Bari","City proper","Estimate - de jure","Final figure, complete","2017","325271",""
"Italy","2016","Total","Both Sexes","Bergamo","City proper","Estimate - de jure","Final figure, complete","2017","119834",""
"Italy","2016","Total","Both Sexes","Bologna","City proper","Estimate - de jure","Final figure, complete","2017","387515",""
"Italy","2016","Total","Both Sexes","Bolzano","City proper","Estimate - de jure","Final figure, complete","2017","106696",""
"Italy","2016","Total","Both Sexes","Brescia","City proper","Estimate - de jure","Final figure, complete","2017","196575",""
"Italy","2016","Total","Both Sexes","Cagliari","City proper","Estimate - de jure","Final figure, complete","2017","154271.5",""
"Italy","2016","Total","Both Sexes","Catania","City proper","Estimate - de jure","Final figure, complete","2017","313975.5",""
"Italy","2016","Total","Both Sexes","Ferrara","City proper","Estimate - de jure","Final figure, complete","2017","132582",""
"Italy","2016","Total","Both Sexes","Firenze","City proper","Estimate - de jure","Final figure, complete","2017","382533",""
"Italy","2016","Total","Both Sexes","Foggia","City proper","Estimate - de jure","Final figure, complete","2017","151858.5",""
"Italy","2016","Total","Both Sexes","Forli","City proper","Estimate - de jure","Final figure, complete","2017","117929.5",""
"Italy","2016","Total","Both Sexes","Genova","City proper","Estimate - de jure","Final figure, complete","2017","585128",""
"Italy","2016","Total","Both Sexes","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2017","123406.5",""
"Italy","2016","Total","Both Sexes","Latina","City proper","Estimate - de jure","Final figure, complete","2017","126068",""
"Italy","2016","Total","Both Sexes","Livorno","City proper","Estimate - de jure","Final figure, complete","2017","159067.5",""
"Italy","2016","Total","Both Sexes","Messina","City proper","Estimate - de jure","Final figure, complete","2017","237700.5",""
"Italy","2016","Total","Both Sexes","Milano","City proper","Estimate - de jure","Final figure, complete","2017","1348706.5",""
"Italy","2016","Total","Both Sexes","Modena","City proper","Estimate - de jure","Final figure, complete","2017","184850",""
"Italy","2016","Total","Both Sexes","Monza","City proper","Estimate - de jure","Final figure, complete","2017","122813",""
"Italy","2016","Total","Both Sexes","Napoli","City proper","Estimate - de jure","Final figure, complete","2017","972129.5",""
"Italy","2016","Total","Both Sexes","Novara","City proper","Estimate - de jure","Final figure, complete","2017","104332",""
"Italy","2016","Total","Both Sexes","Padova","City proper","Estimate - de jure","Final figure, complete","2017","210115",""
"Italy","2016","Total","Both Sexes","Palermo","City proper","Estimate - de jure","Final figure, complete","2017","674085",""
"Italy","2016","Total","Both Sexes","Parma","City proper","Estimate - de jure","Final figure, complete","2017","193626.5",""
"Italy","2016","Total","Both Sexes","Perugia","City proper","Estimate - de jure","Final figure, complete","2017","166405",""
"Italy","2016","Total","Both Sexes","Pescara","City proper","Estimate - de jure","Final figure, complete","2017","120717",""
"Italy","2016","Total","Both Sexes","Piacenza","City proper","Estimate - de jure","Final figure, complete","2017","102273",""
"Italy","2016","Total","Both Sexes","Prato","City proper","Estimate - de jure","Final figure, complete","2017","191809.5",""
"Italy","2016","Total","Both Sexes","Ravenna","City proper","Estimate - de jure","Final figure, complete","2017","159086.5",""
"Italy","2016","Total","Both Sexes","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2017","182793",""
"Italy","2016","Total","Both Sexes","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2017","171418",""
"Italy","2016","Total","Both Sexes","Rimini","City proper","Estimate - de jure","Final figure, complete","2017","148329",""
"Italy","2016","Total","Both Sexes","ROMA","City proper","Estimate - de jure","Final figure, complete","2017","2869112.5",""
"Italy","2016","Total","Both Sexes","Salerno","City proper","Estimate - de jure","Final figure, complete","2017","135055.5",""
"Italy","2016","Total","Both Sexes","Sassari","City proper","Estimate - de jure","Final figure, complete","2017","127529",""
"Italy","2016","Total","Both Sexes","Siracusa","City proper","Estimate - de jure","Final figure, complete","2017","122161",""
"Italy","2016","Total","Both Sexes","Taranto","City proper","Estimate - de jure","Final figure, complete","2017","200330.5",""
"Italy","2016","Total","Both Sexes","Terni","City proper","Estimate - de jure","Final figure, complete","2017","111478",""
"Italy","2016","Total","Both Sexes","Torino","City proper","Estimate - de jure","Final figure, complete","2017","888683",""
"Italy","2016","Total","Both Sexes","Trento","City proper","Estimate - de jure","Final figure, complete","2017","117367",""
"Italy","2016","Total","Both Sexes","Trieste","City proper","Estimate - de jure","Final figure, complete","2017","204327",""
"Italy","2016","Total","Both Sexes","Venezia","City proper","Estimate - de jure","Final figure, complete","2017","262628.5",""
"Italy","2016","Total","Both Sexes","Verona","City proper","Estimate - de jure","Final figure, complete","2017","258059",""
"Italy","2016","Total","Both Sexes","Vicenza","City proper","Estimate - de jure","Final figure, complete","2017","112575.5",""
"Italy","2016","Total","Male","Ancona","City proper","Estimate - de jure","Final figure, complete","2017","48070",""
"Italy","2016","Total","Male","Bari","City proper","Estimate - de jure","Final figure, complete","2017","156082.5",""
"Italy","2016","Total","Male","Bergamo","City proper","Estimate - de jure","Final figure, complete","2017","56155.5",""
"Italy","2016","Total","Male","Bologna","City proper","Estimate - de jure","Final figure, complete","2017","182506.5",""
"Italy","2016","Total","Male","Bolzano","City proper","Estimate - de jure","Final figure, complete","2017","51111",""
"Italy","2016","Total","Male","Brescia","City proper","Estimate - de jure","Final figure, complete","2017","92688",""
"Italy","2016","Total","Male","Cagliari","City proper","Estimate - de jure","Final figure, complete","2017","71884.5",""
"Italy","2016","Total","Male","Catania","City proper","Estimate - de jure","Final figure, complete","2017","150993",""
"Italy","2016","Total","Male","Ferrara","City proper","Estimate - de jure","Final figure, complete","2017","62169.5",""
"Italy","2016","Total","Male","Firenze","City proper","Estimate - de jure","Final figure, complete","2017","179210",""
"Italy","2016","Total","Male","Foggia","City proper","Estimate - de jure","Final figure, complete","2017","73065.5",""
"Italy","2016","Total","Male","Forli","City proper","Estimate - de jure","Final figure, complete","2017","56633",""
"Italy","2016","Total","Male","Genova","City proper","Estimate - de jure","Final figure, complete","2017","275386",""
"Italy","2016","Total","Male","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2017","61129",""
"Italy","2016","Total","Male","Latina","City proper","Estimate - de jure","Final figure, complete","2017","60964.5",""
"Italy","2016","Total","Male","Livorno","City proper","Estimate - de jure","Final figure, complete","2017","76109",""
"Italy","2016","Total","Male","Messina","City proper","Estimate - de jure","Final figure, complete","2017","113873.5",""
"Italy","2016","Total","Male","Milano","City proper","Estimate - de jure","Final figure, complete","2017","644492",""
"Italy","2016","Total","Male","Modena","City proper","Estimate - de jure","Final figure, complete","2017","88233.5",""
"Italy","2016","Total","Male","Monza","City proper","Estimate - de jure","Final figure, complete","2017","58887.5",""
"Italy","2016","Total","Male","Napoli","City proper","Estimate - de jure","Final figure, complete","2017","464204",""
"Italy","2016","Total","Male","Novara","City proper","Estimate - de jure","Final figure, complete","2017","50174",""
"Italy","2016","Total","Male","Padova","City proper","Estimate - de jure","Final figure, complete","2017","98682",""
"Italy","2016","Total","Male","Palermo","City proper","Estimate - de jure","Final figure, complete","2017","322153",""
"Italy","2016","Total","Male","Parma","City proper","Estimate - de jure","Final figure, complete","2017","92344",""
"Italy","2016","Total","Male","Perugia","City proper","Estimate - de jure","Final figure, complete","2017","79161.5",""
"Italy","2016","Total","Male","Pescara","City proper","Estimate - de jure","Final figure, complete","2017","56487",""
"Italy","2016","Total","Male","Piacenza","City proper","Estimate - de jure","Final figure, complete","2017","48644.5",""
"Italy","2016","Total","Male","Prato","City proper","Estimate - de jure","Final figure, complete","2017","92780.5",""
"Italy","2016","Total","Male","Ravenna","City proper","Estimate - de jure","Final figure, complete","2017","77096",""
"Italy","2016","Total","Male","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2017","87561.5",""
"Italy","2016","Total","Male","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2017","83305",""
"Italy","2016","Total","Male","Rimini","City proper","Estimate - de jure","Final figure, complete","2017","70935.5",""
"Italy","2016","Total","Male","ROMA","City proper","Estimate - de jure","Final figure, complete","2017","1359184",""
"Italy","2016","Total","Male","Salerno","City proper","Estimate - de jure","Final figure, complete","2017","63008.5",""
"Italy","2016","Total","Male","Sassari","City proper","Estimate - de jure","Final figure, complete","2017","61248",""
"Italy","2016","Total","Male","Siracusa","City proper","Estimate - de jure","Final figure, complete","2017","59818.5",""
"Italy","2016","Total","Male","Taranto","City proper","Estimate - de jure","Final figure, complete","2017","95496.5",""
"Italy","2016","Total","Male","Terni","City proper","Estimate - de jure","Final figure, complete","2017","52446.5",""
"Italy","2016","Total","Male","Torino","City proper","Estimate - de jure","Final figure, complete","2017","423080.5",""
"Italy","2016","Total","Male","Trento","City proper","Estimate - de jure","Final figure, complete","2017","56260",""
"Italy","2016","Total","Male","Trieste","City proper","Estimate - de jure","Final figure, complete","2017","97247",""
"Italy","2016","Total","Male","Venezia","City proper","Estimate - de jure","Final figure, complete","2017","124210.5",""
"Italy","2016","Total","Male","Verona","City proper","Estimate - de jure","Final figure, complete","2017","122030.5",""
"Italy","2016","Total","Male","Vicenza","City proper","Estimate - de jure","Final figure, complete","2017","53177",""
"Italy","2016","Total","Female","Ancona","City proper","Estimate - de jure","Final figure, complete","2017","52708.5",""
"Italy","2016","Total","Female","Bari","City proper","Estimate - de jure","Final figure, complete","2017","169188.5",""
"Italy","2016","Total","Female","Bergamo","City proper","Estimate - de jure","Final figure, complete","2017","63678.5",""
"Italy","2016","Total","Female","Bologna","City proper","Estimate - de jure","Final figure, complete","2017","205008.5",""
"Italy","2016","Total","Female","Bolzano","City proper","Estimate - de jure","Final figure, complete","2017","55585",""
"Italy","2016","Total","Female","Brescia","City proper","Estimate - de jure","Final figure, complete","2017","103887",""
"Italy","2016","Total","Female","Cagliari","City proper","Estimate - de jure","Final figure, complete","2017","82387",""
"Italy","2016","Total","Female","Catania","City proper","Estimate - de jure","Final figure, complete","2017","162982.5",""
"Italy","2016","Total","Female","Ferrara","City proper","Estimate - de jure","Final figure, complete","2017","70412.5",""
"Italy","2016","Total","Female","Firenze","City proper","Estimate - de jure","Final figure, complete","2017","203323",""
"Italy","2016","Total","Female","Foggia","City proper","Estimate - de jure","Final figure, complete","2017","78793",""
"Italy","2016","Total","Female","Forli","City proper","Estimate - de jure","Final figure, complete","2017","61296.5",""
"Italy","2016","Total","Female","Genova","City proper","Estimate - de jure","Final figure, complete","2017","309742",""
"Italy","2016","Total","Female","Giugliano in Campania","City proper","Estimate - de jure","Final figure, complete","2017","62277.5",""
"Italy","2016","Total","Female","Latina","City proper","Estimate - de jure","Final figure, complete","2017","65103.5",""
"Italy","2016","Total","Female","Livorno","City proper","Estimate - de jure","Final figure, complete","2017","82958.5",""
"Italy","2016","Total","Female","Messina","City proper","Estimate - de jure","Final figure, complete","2017","123827",""
"Italy","2016","Total","Female","Milano","City proper","Estimate - de jure","Final figure, complete","2017","704214.5",""
"Italy","2016","Total","Female","Modena","City proper","Estimate - de jure","Final figure, complete","2017","96616.5",""
"Italy","2016","Total","Female","Monza","City proper","Estimate - de jure","Final figure, complete","2017","63925.5",""
"Italy","2016","Total","Female","Napoli","City proper","Estimate - de jure","Final figure, complete","2017","507925.5",""
"Italy","2016","Total","Female","Novara","City proper","Estimate - de jure","Final figure, complete","2017","54158",""
"Italy","2016","Total","Female","Padova","City proper","Estimate - de jure","Final figure, complete","2017","111433",""
"Italy","2016","Total","Female","Palermo","City proper","Estimate - de jure","Final figure, complete","2017","351932",""
"Italy","2016","Total","Female","Parma","City proper","Estimate - de jure","Final figure, complete","2017","101282.5",""
"Italy","2016","Total","Female","Perugia","City proper","Estimate - de jure","Final figure, complete","2017","87243.5",""
"Italy","2016","Total","Female","Pescara","City proper","Estimate - de jure","Final figure, complete","2017","64230",""
"Italy","2016","Total","Female","Piacenza","City proper","Estimate - de jure","Final figure, complete","2017","53628.5",""
"Italy","2016","Total","Female","Prato","City proper","Estimate - de jure","Final figure, complete","2017","99029",""
"Italy","2016","Total","Female","Ravenna","City proper","Estimate - de jure","Final figure, complete","2017","81990.5",""
"Italy","2016","Total","Female","Reggio di Calabria","City proper","Estimate - de jure","Final figure, complete","2017","95231.5",""
"Italy","2016","Total","Female","Reggio nell'Emilia","City proper","Estimate - de jure","Final figure, complete","2017","88113",""
"Italy","2016","Total","Female","Rimini","City proper","Estimate - de jure","Final figure, complete","2017","77393.5",""
"Italy","2016","Total","Female","ROMA","City proper","Estimate - de jure","Final figure, complete","2017","1509928.5",""
"Italy","2016","Total","Female","Salerno","City proper","Estimate - de jure","Final figure, complete","2017","72047",""
"Italy","2016","Total","Female","Sassari","City proper","Estimate - de jure","Final figure, complete","2017","66281",""
"Italy","2016","Total","Female","Siracusa","City proper","Estimate - de jure","Final figure, complete","2017","62342.5",""
"Italy","2016","Total","Female","Taranto","City proper","Estimate - de jure","Final figure, complete","2017","104834",""
"Italy","2016","Total","Female","Terni","City proper","Estimate - de jure","Final figure, complete","2017","59031.5",""
"Italy","2016","Total","Female","Torino","City proper","Estimate - de jure","Final figure, complete","2017","465602.5",""
"Italy","2016","Total","Female","Trento","City proper","Estimate - de jure","Final figure, complete","2017","61107",""
"Italy","2016","Total","Female","Trieste","City proper","Estimate - de jure","Final figure, complete","2017","107080",""
"Italy","2016","Total","Female","Venezia","City proper","Estimate - de jure","Final figure, complete","2017","138418",""
"Italy","2016","Total","Female","Verona","City proper","Estimate - de jure","Final figure, complete","2017","136028.5",""
"Italy","2016","Total","Female","Vicenza","City proper","Estimate - de jure","Final figure, complete","2017","59398.5",""

"footnoteSeqID","Footnote"
"1","Postcensal estimates."
