openaq_id,sensor_id,parameter,col_name,date_first,date_last
8619,15556740,pm25,PM2_5,2026-02-24,2026-04-07
8619,25031,no2,NO2,2020-05-06,2026-04-07
8619,25032,o3,O3,2020-05-06,2026-02-20
8058,7774815,pm10,PM10,2024-01-28,2026-04-10
8058,7775760,pm25,PM2_5,2024-01-28,2026-04-07
8058,7772837,o3,O3,2024-01-28,2026-04-10
8058,7775557,no2,NO2,2024-01-28,2026-04-10
8367,24306,pm25,PM2_5,2020-05-06,2026-02-24
8367,24308,no2,NO2,2020-05-06,2026-04-10
8367,24307,o3,O3,2020-05-06,2026-04-10
8367,8613280,pm10,PM10,2024-03-18,2026-02-24
8366,24846,o3,O3,2020-05-06,2026-04-10
8366,24304,no2,NO2,2020-05-06,2026-04-10
8366,1764525,pm25,PM2_5,2022-04-14,2026-04-10
8366,1764523,pm10,PM10,2022-04-14,2026-04-10
7561,21914,o3,O3,2018-01-29,2026-04-10
7561,21856,pm10,PM10,2018-01-28,2026-04-08
7561,21903,no2,NO2,2018-01-29,2026-04-10
7561,21857,pm25,PM2_5,2018-01-28,2026-04-08
8548,24838,no2,NO2,2020-05-06,2026-04-09
8548,24837,o3,O3,2020-05-06,2026-04-10
8546,24836,no2,NO2,2020-05-06,2026-04-10
8546,24834,o3,O3,2020-05-06,2026-04-10
7790,22631,pm10,PM10,2020-05-08,2026-02-18
7790,23842,o3,O3,2020-05-06,2026-04-07
7790,22636,pm25,PM2_5,2020-05-08,2026-02-18
7790,23843,no2,NO2,2020-05-06,2026-04-07
8206,23927,no2,NO2,2020-05-06,2026-04-10
8285,24122,o3,O3,2020-05-06,2026-04-10
8285,24123,no2,NO2,2020-05-06,2026-04-10
8285,7775409,pm25,PM2_5,2024-01-28,2026-04-07
8285,7775843,pm10,PM10,2024-01-28,2026-04-07
8284,24119,o3,O3,2020-05-06,2026-04-10
8284,24120,no2,NO2,2020-05-06,2026-04-10
8284,7774785,pm25,PM2_5,2024-01-28,2026-04-07
8284,7774822,pm10,PM10,2024-01-28,2026-04-07
7681,24823,no2,NO2,2020-05-06,2025-12-17
7681,24822,o3,O3,2020-05-06,2025-12-17
8075,24106,no2,NO2,2020-05-06,2026-04-10
8075,7774118,pm10,PM10,2024-01-28,2026-04-10
8075,7774426,pm25,PM2_5,2024-01-28,2026-04-10
8278,24104,o3,O3,2020-05-06,2026-04-10
8278,24105,no2,NO2,2020-05-06,2026-04-10
8278,7772822,pm10,PM10,2024-01-28,2026-04-10
8278,7772850,pm25,PM2_5,2024-01-28,2026-04-10
8541,1702604,pm25,PM2_5,2022-03-09,2026-04-10
8541,24821,no2,NO2,2020-05-06,2026-04-10
8541,24820,o3,O3,2020-05-06,2026-04-10
8541,1764647,pm10,PM10,2022-04-14,2026-04-10
8540,5078350,o3,O3,2022-10-04,2026-04-10
8540,5078738,no2,NO2,2022-10-04,2026-04-10
221502,1287741,no2,NO2,2021-02-28,2024-01-28
221502,1287746,o3,O3,2021-02-28,2024-01-28
2162980,7772727,no2,NO2,2024-01-28,2026-04-10
2162980,7774395,o3,O3,2024-01-28,2026-04-10
2162958,7775148,no2,NO2,2024-01-28,2026-04-10
2162958,7772946,o3,O3,2024-01-28,2026-04-10
8207,23933,no2,NO2,2020-05-06,2026-04-10
8192,23935,no2,NO2,2020-05-06,2024-02-21
8192,23904,o3,O3,2020-05-06,2021-07-09
8193,23905,o3,O3,2020-05-08,2026-04-10
8193,23906,no2,NO2,2020-05-08,2026-04-10
8536,24806,no2,NO2,2020-05-06,2026-04-10
8536,24805,o3,O3,2020-05-06,2026-04-10
2163028,7776032,no2,NO2,2024-01-28,2025-12-17
2163028,7774013,o3,O3,2024-01-28,2025-12-17
7529,21941,no2,NO2,2018-01-29,2026-04-10
7529,21807,pm10,PM10,2018-01-28,2026-04-08
7529,21947,o3,O3,2018-01-29,2026-04-10
7529,21806,pm25,PM2_5,2018-01-28,2026-04-08
7614,22107,pm25,PM2_5,2020-03-28,2020-05-05
7614,22109,pm10,PM10,2017-11-01,2020-05-05
7614,22191,no2,NO2,2017-11-01,2020-05-05
7614,22188,o3,O3,2017-11-01,2020-05-05
7616,22177,pm10,PM10,2017-11-01,2020-05-05
7616,22112,pm25,PM2_5,2020-03-28,2020-05-05
7616,22181,o3,O3,2017-11-01,2020-05-05
7616,22185,no2,NO2,2017-11-01,2020-05-05
7620,22149,pm25,PM2_5,2020-03-28,2020-05-05
7620,22121,no2,NO2,2017-11-01,2020-05-05
7620,22146,pm10,PM10,2017-11-01,2020-05-05
7620,22126,o3,O3,2017-11-01,2020-05-05
7586,22166,pm25,PM2_5,2020-03-28,2020-05-05
7586,22023,o3,O3,2017-11-01,2020-05-01
7586,22159,no2,NO2,2017-11-01,2020-05-05
7625,22151,pm10,PM10,2017-11-01,2020-05-05
7625,22152,pm25,PM2_5,2020-03-28,2020-05-05
7625,22167,no2,NO2,2017-11-01,2020-05-05
7625,22140,o3,O3,2017-11-01,2020-05-05
7605,22076,pm25,PM2_5,2020-03-28,2020-05-05
7605,22078,o3,O3,2017-11-01,2020-05-05
7605,22080,no2,NO2,2017-11-01,2020-05-05
7606,22160,no2,NO2,2017-11-01,2020-05-05
7606,22164,pm10,PM10,2017-11-01,2020-05-05
7606,22083,o3,O3,2017-11-01,2020-05-05
7606,22077,pm25,PM2_5,2020-03-28,2020-05-05
7599,22060,pm25,PM2_5,2020-03-28,2020-05-05
7599,22074,o3,O3,2017-11-01,2026-04-07
7599,22075,no2,NO2,2017-11-01,2026-04-07
7599,22070,pm10,PM10,2018-02-26,2020-05-05
7613,22101,pm25,PM2_5,2020-03-28,2020-05-05
7613,22106,o3,O3,2017-11-01,2020-05-05
7613,22111,no2,NO2,2017-11-01,2020-05-05
8620,15538680,pm25,PM2_5,2026-02-24,2026-04-07
8620,15545431,pm10,PM10,2026-02-25,2026-04-07
8620,25036,no2,NO2,2020-05-06,2026-04-07
7963,24798,no2,NO2,2020-05-06,2025-12-17
8533,24796,no2,NO2,2020-05-06,2026-04-10
8533,24795,o3,O3,2020-05-06,2026-04-10
8246,24028,no2,NO2,2020-05-06,2026-04-10
8246,24027,o3,O3,2020-05-06,2026-04-10
221606,1288172,no2,NO2,2021-03-01,2021-07-25
8531,24791,no2,NO2,2020-05-06,2026-04-10
8531,24790,o3,O3,2020-05-06,2026-04-10
8530,15538691,pm10,PM10,2026-02-24,2026-04-07
8530,15538675,pm25,PM2_5,2026-02-24,2026-04-07
8530,24788,no2,NO2,2020-05-06,2026-04-07
8530,24787,o3,O3,2020-05-06,2026-04-07
565178,3139409,o3,O3,2023-02-14,2026-04-10
565178,3139410,no2,NO2,2023-02-14,2026-04-10
8229,24187,no2,NO2,2020-05-06,2026-04-10
8229,7773310,pm10,PM10,2024-01-28,2025-04-03
7498,22133,pm10,PM10,2017-11-01,2020-05-05
7498,21742,no2,NO2,2017-11-01,2020-03-12
7498,22134,pm25,PM2_5,2020-03-28,2020-05-05
7498,22132,o3,O3,2017-11-01,2020-05-05
7792,22635,pm10,PM10,2020-06-17,2026-02-18
7792,24781,no2,NO2,2020-05-06,2026-04-07
7792,22633,pm25,PM2_5,2020-06-17,2026-02-18
8101,23568,o3,O3,2020-05-06,2026-04-07
8101,23567,no2,NO2,2020-05-06,2026-04-07
8101,23480,pm25,PM2_5,2020-05-06,2026-04-07
8098,23570,no2,NO2,2020-05-06,2026-04-07
8098,23472,pm25,PM2_5,2020-05-06,2026-04-07
2162953,7773450,o3,O3,2024-01-28,2026-04-10
2162953,7774067,no2,NO2,2024-01-28,2026-04-10
8527,15538665,pm25,PM2_5,2026-02-24,2026-04-07
8527,15538671,pm10,PM10,2026-02-24,2026-04-07
8527,24780,no2,NO2,2020-05-06,2026-04-10
8527,24779,o3,O3,2020-05-06,2026-04-10
2162855,7773382,pm25,PM2_5,2024-01-28,2024-07-11
2162855,7773061,o3,O3,2024-01-28,2024-07-11
2162855,7774383,no2,NO2,2024-01-28,2024-07-11
2162855,7775563,pm10,PM10,2024-01-28,2024-07-11
8121,23575,no2,NO2,2020-05-06,2026-04-07
8104,5078816,no2,NO2,2023-05-06,2026-04-07
8122,5078389,o3,O3,2023-05-06,2026-04-07
7538,21942,o3,O3,2018-01-29,2026-04-09
7538,21830,pm25,PM2_5,2018-01-28,2026-04-08
7538,21948,no2,NO2,2018-01-29,2026-04-09
7538,21818,pm10,PM10,2018-01-28,2026-04-08
7539,21819,pm25,PM2_5,2018-01-28,2026-04-08
7539,21919,o3,O3,2018-01-29,2026-04-10
7539,21821,pm10,PM10,2018-01-28,2026-04-08
7539,21909,no2,NO2,2018-01-29,2026-04-10
8621,15538670,pm25,PM2_5,2026-02-24,2026-04-07
8621,15538698,pm10,PM10,2026-02-24,2026-04-07
8621,25039,no2,NO2,2020-05-08,2026-04-10
7542,21825,pm10,PM10,2018-01-28,2026-04-08
7542,21824,pm25,PM2_5,2018-01-28,2026-04-08
7542,21906,no2,NO2,2018-01-29,2026-04-09
7542,21908,o3,O3,2018-01-29,2026-04-09
8234,23992,o3,O3,2020-05-06,2026-04-07
8234,23991,no2,NO2,2020-05-06,2026-04-07
8264,12130522,no2,NO2,2025-01-28,2026-04-10
8043,24294,no2,NO2,2020-05-06,2026-04-10
8043,24292,o3,O3,2020-05-06,2026-04-10
8525,5078289,pm10,PM10,2023-05-06,2026-04-03
8525,24769,no2,NO2,2020-05-06,2026-04-10
8525,5078271,pm25,PM2_5,2023-05-06,2026-04-03
2162987,7774773,o3,O3,2024-01-28,2026-04-10
2162987,7775033,no2,NO2,2024-01-28,2026-04-10
221493,1287727,no2,NO2,2021-02-28,2024-01-28
221610,1288185,no2,NO2,2021-03-01,2026-04-07
8623,15538667,pm25,PM2_5,2026-02-24,2026-04-07
8623,15538672,pm10,PM10,2026-02-24,2026-04-07
8623,25043,no2,NO2,2020-05-06,2026-04-10
2162960,7772721,no2,NO2,2024-01-29,2026-04-10
2162960,7774112,o3,O3,2024-01-28,2026-04-10
8099,23588,no2,NO2,2020-05-06,2026-04-07
8099,23475,pm25,PM2_5,2020-05-06,2026-03-10
8099,23589,o3,O3,2020-05-06,2026-04-07
8358,24285,no2,NO2,2020-05-06,2026-04-10
8358,7773064,pm25,PM2_5,2024-01-28,2026-04-07
8358,7773708,pm10,PM10,2024-01-28,2026-04-07
8355,24278,o3,O3,2020-05-06,2026-04-10
8355,24284,no2,NO2,2020-05-06,2026-04-10
8355,7774064,pm10,PM10,2024-01-28,2026-04-07
8355,9324555,pm25,PM2_5,2024-05-19,2026-04-07
8196,23911,no2,NO2,2020-05-06,2026-04-10
8195,23909,no2,NO2,2020-05-06,2026-04-10
8194,23907,no2,NO2,2020-05-06,2026-04-10
7621,22125,pm25,PM2_5,2020-03-28,2020-05-05
7621,22124,pm10,PM10,2017-11-01,2020-05-05
7621,22123,o3,O3,2017-11-01,2020-05-05
7621,22122,no2,NO2,2017-11-01,2020-05-05
8329,24215,no2,NO2,2020-05-06,2026-04-10
8329,24211,o3,O3,2020-05-06,2026-04-10
8521,24756,o3,O3,2020-05-06,2026-04-10
8521,24757,no2,NO2,2020-05-06,2026-04-10
8519,24751,o3,O3,2020-05-06,2026-04-10
8519,24752,no2,NO2,2020-05-06,2026-04-10
8516,11710004,no2,NO2,2024-12-15,2026-04-10
8516,11710006,o3,O3,2024-12-15,2026-04-10
8311,24181,no2,NO2,2020-05-06,2026-04-10
8311,24180,o3,O3,2020-05-06,2026-04-10
8071,23411,no2,NO2,2020-07-01,2026-04-07
8071,24174,o3,O3,2020-05-06,2026-04-07
8197,23912,no2,NO2,2020-05-06,2026-04-10
8197,23913,o3,O3,2020-05-06,2026-04-10
8515,24741,no2,NO2,2020-05-06,2026-04-10
8515,24740,o3,O3,2020-05-06,2026-04-10
8513,24738,no2,NO2,2020-05-06,2026-04-10
8513,24737,o3,O3,2020-05-06,2026-04-10
8198,23914,no2,NO2,2020-05-06,2026-04-10
221503,1287756,no2,NO2,2021-02-28,2026-04-07
8307,24170,no2,NO2,2020-05-06,2026-04-10
8512,24734,o3,O3,2020-05-06,2026-04-10
8512,24735,no2,NO2,2020-05-06,2026-04-10
8511,24732,no2,NO2,2020-05-06,2026-04-10
8510,24729,o3,O3,2020-05-06,2026-04-10
8510,24730,no2,NO2,2020-05-06,2026-04-10
8300,5078383,no2,NO2,2022-10-04,2026-04-10
8300,5078635,o3,O3,2022-10-04,2026-04-10
8199,23915,no2,NO2,2020-05-06,2026-04-10
8509,24726,no2,NO2,2020-05-06,2026-04-10
8509,1702605,pm25,PM2_5,2022-03-09,2026-04-10
8509,1702603,pm10,PM10,2022-03-09,2026-04-10
8508,24723,o3,O3,2020-05-06,2026-04-10
8508,24724,no2,NO2,2020-05-06,2026-04-10
8507,24721,no2,NO2,2020-05-06,2026-04-10
8506,24720,no2,NO2,2020-05-14,2026-03-11
8506,24719,o3,O3,2020-05-14,2026-03-11
8505,24717,no2,NO2,2020-05-06,2026-04-10
8505,7531550,pm10,PM10,2023-12-12,2026-04-10
8505,7531551,pm25,PM2_5,2023-12-12,2026-04-10
8504,24715,o3,O3,2020-05-06,2026-04-10
8504,24716,no2,NO2,2020-05-06,2026-04-10
2162998,7774457,no2,NO2,2024-01-28,2026-04-10
2162998,7775957,o3,O3,2024-01-28,2025-12-31
2162996,7772783,o3,O3,2024-01-28,2025-12-31
2162996,7773870,no2,NO2,2024-01-28,2026-04-10
8503,24713,no2,NO2,2020-05-06,2026-04-10
8503,24712,o3,O3,2020-05-06,2026-04-10
8063,15538674,pm10,PM10,2026-02-24,2026-04-07
8063,15538678,pm25,PM2_5,2026-02-24,2026-04-07
8063,24709,o3,O3,2020-05-06,2026-04-07
8063,23378,no2,NO2,2020-05-06,2026-04-07
229244,15538696,pm25,PM2_5,2026-02-24,2026-04-07
229244,15538705,pm10,PM10,2026-02-24,2026-04-07
229244,1320594,no2,NO2,2021-07-09,2026-04-07
229244,1320595,o3,O3,2021-07-09,2026-04-07
8013,23249,o3,O3,2020-05-06,2026-04-10
8013,15538694,pm10,PM10,2026-02-24,2026-04-07
8013,15538681,pm25,PM2_5,2026-02-24,2026-04-07
8013,23250,no2,NO2,2020-05-06,2026-04-10
8281,24707,no2,NO2,2020-05-06,2023-08-30
8281,24705,pm10,PM10,2020-05-06,2023-08-30
8281,24706,o3,O3,2020-05-06,2023-08-30
8281,24704,pm25,PM2_5,2020-05-06,2023-08-30
8499,24694,pm25,PM2_5,2020-05-06,2026-04-07
8499,24696,no2,NO2,2020-05-06,2026-04-07
2163023,8622644,no2,NO2,2024-03-18,2026-04-10
221505,1287742,pm25,PM2_5,2021-02-28,2024-01-26
221505,1287752,no2,NO2,2021-02-28,2024-01-28
221505,1287749,pm10,PM10,2021-02-28,2024-01-26
221505,1287745,o3,O3,2021-02-28,2024-01-28
2162938,7773852,no2,NO2,2024-01-28,2026-04-07
2162938,7774791,o3,O3,2024-01-28,2026-04-07
2162938,7852821,pm10,PM10,2024-02-10,2026-02-18
2162938,7852822,pm25,PM2_5,2024-02-10,2026-02-18
2166225,7779950,no2,NO2,2024-01-30,2026-04-07
2166225,7852820,pm25,PM2_5,2024-02-10,2026-02-18
2162994,7774990,no2,NO2,2024-01-28,2026-04-10
2162994,7775514,o3,O3,2024-01-28,2026-04-10
2162994,7852823,pm10,PM10,2024-02-10,2026-02-18
2162994,7852818,pm25,PM2_5,2024-02-10,2026-02-18
2162992,7772879,no2,NO2,2024-01-28,2026-04-10
2162992,7775287,o3,O3,2024-01-28,2026-04-10
2162992,7852819,pm10,PM10,2024-02-10,2026-02-18
2162992,7852816,pm25,PM2_5,2024-02-10,2026-02-18
2162935,7774721,no2,NO2,2024-01-28,2026-04-10
2162935,7772972,o3,O3,2024-01-28,2026-04-10
2163022,7773323,o3,O3,2024-01-28,2025-12-31
2163025,7772752,o3,O3,2024-01-28,2025-12-31
2163025,7775960,no2,NO2,2024-01-28,2026-04-10
7549,21922,no2,NO2,2018-01-29,2026-04-10
7549,21837,pm10,PM10,2018-01-28,2026-04-07
7549,6629241,pm25,PM2_5,2023-07-24,2026-04-07
8496,24685,no2,NO2,2020-05-06,2026-04-10
6267695,15652251,no2,NO2,2026-03-09,2026-04-10
2163017,7773841,no2,NO2,2024-01-28,2026-04-10
8167,24679,no2,NO2,2020-05-06,2026-04-10
8167,24678,o3,O3,2020-05-06,2026-04-10
8266,24074,o3,O3,2020-05-06,2026-04-10
8266,24075,no2,NO2,2020-05-06,2026-04-10
8493,24674,o3,O3,2020-05-06,2026-04-10
8493,24675,no2,NO2,2020-05-06,2026-04-10
8492,24671,no2,NO2,2020-05-06,2026-04-10
8492,24670,o3,O3,2020-05-06,2026-04-10
2162889,14392759,pm10,PM10,2025-10-16,2026-04-10
2162889,14392761,pm25,PM2_5,2025-10-16,2026-04-10
2162889,7775220,no2,NO2,2024-01-28,2026-04-10
2162891,7773983,no2,NO2,2024-01-28,2026-04-10
2162897,14392767,pm10,PM10,2025-10-16,2026-04-10
2162897,14392777,pm25,PM2_5,2025-10-16,2026-04-10
2162897,7775404,no2,NO2,2024-01-28,2026-04-10
2162897,7775422,o3,O3,2024-01-28,2026-04-10
2162888,14392768,pm25,PM2_5,2025-10-16,2026-04-10
2162888,14392781,pm10,PM10,2025-10-16,2026-04-10
2162888,7774020,no2,NO2,2024-01-28,2026-04-10
2162888,7773132,o3,O3,2024-01-28,2026-04-10
2335282,14392776,pm10,PM10,2025-10-16,2026-04-10
2335282,14392784,pm25,PM2_5,2025-10-16,2026-04-10
2335282,7798110,no2,NO2,2024-02-02,2026-04-10
2162894,14392762,pm25,PM2_5,2025-10-16,2026-04-10
2162894,14392782,pm10,PM10,2025-10-16,2026-04-10
2162894,7775714,no2,NO2,2024-01-28,2026-04-10
2162894,7774659,o3,O3,2024-01-28,2026-04-10
2162892,14392756,pm25,PM2_5,2025-10-16,2026-04-10
2162892,14392765,pm10,PM10,2025-10-16,2026-04-10
2162892,7772847,no2,NO2,2024-01-28,2026-04-10
2162892,7774056,o3,O3,2024-01-28,2026-04-10
2162893,14392774,pm10,PM10,2025-10-16,2026-04-10
2162893,14392785,pm25,PM2_5,2025-10-16,2026-04-10
2162893,7774920,no2,NO2,2024-01-28,2026-04-10
2162904,7773712,no2,NO2,2024-01-28,2026-04-10
2162904,7773786,pm10,PM10,2024-01-28,2026-04-10
2162904,7774434,pm25,PM2_5,2024-01-28,2026-04-10
2162895,7774252,pm25,PM2_5,2024-01-28,2026-04-10
2162895,7774607,no2,NO2,2024-01-28,2026-04-10
2162895,7775676,pm10,PM10,2024-01-28,2026-04-10
2162896,7773245,no2,NO2,2024-01-28,2026-04-10
2162896,7774309,pm25,PM2_5,2024-01-28,2026-04-10
2162896,7775062,pm10,PM10,2024-01-28,2026-04-10
8594,24972,o3,O3,2020-05-06,2026-04-10
8594,24971,no2,NO2,2020-05-06,2026-04-10
2162882,14392764,pm10,PM10,2025-10-16,2026-04-10
2162882,14392773,pm25,PM2_5,2025-10-16,2026-04-10
2162882,7773590,o3,O3,2024-01-28,2026-04-10
2162882,7774139,no2,NO2,2024-01-28,2026-04-10
2162907,7772845,o3,O3,2024-01-28,2025-12-31
2162907,7775724,no2,NO2,2024-01-28,2026-04-10
8488,5078293,pm25,PM2_5,2023-05-06,2026-04-03
8488,24665,no2,NO2,2020-05-06,2026-04-10
8488,5078272,pm10,PM10,2023-05-06,2026-04-03
7544,21920,no2,NO2,2018-01-29,2026-04-10
7544,21829,pm25,PM2_5,2018-01-28,2026-04-08
7544,21926,o3,O3,2019-01-11,2026-04-10
7544,21828,pm10,PM10,2018-01-28,2026-04-08
7519,1561965,pm25,PM2_5,2021-11-14,2026-04-08
7519,21776,no2,NO2,2018-01-29,2026-04-10
7519,21770,pm10,PM10,2018-01-28,2026-04-08
7519,21778,o3,O3,2018-01-29,2026-04-10
7512,21765,pm25,PM2_5,2018-01-28,2024-09-26
7512,21785,no2,NO2,2018-01-29,2024-09-27
7512,21762,pm10,PM10,2018-01-28,2024-09-26
7518,5079444,pm10,PM10,2022-09-29,2026-04-08
7518,5079445,pm25,PM2_5,2022-09-29,2026-04-08
7518,5079446,no2,NO2,2022-09-29,2026-04-10
7517,21789,no2,NO2,2018-01-29,2026-04-10
7517,21768,pm25,PM2_5,2018-01-28,2026-04-08
7517,21774,pm10,PM10,2018-01-28,2026-04-08
7514,21764,pm10,PM10,2018-01-28,2026-04-08
7514,21773,pm25,PM2_5,2018-01-28,2026-04-08
7514,21775,o3,O3,2018-01-29,2026-04-10
7514,21777,no2,NO2,2018-01-29,2026-04-10
2162886,7773664,no2,NO2,2024-01-28,2026-04-10
2162886,7775077,o3,O3,2024-01-28,2026-04-10
2162899,14392757,pm10,PM10,2025-10-16,2026-04-10
2162899,14392766,pm25,PM2_5,2025-10-16,2026-04-10
2162899,7773357,no2,NO2,2024-01-28,2026-04-10
2162899,7773362,o3,O3,2024-01-28,2026-04-10
2162884,14392758,pm10,PM10,2025-10-16,2026-04-10
2162884,14392775,pm25,PM2_5,2025-10-16,2026-04-10
2162884,7773525,no2,NO2,2024-01-28,2026-04-10
2162984,7773487,no2,NO2,2024-01-28,2026-04-10
2162956,7775319,o3,O3,2024-01-28,2026-04-10
2162956,7775941,no2,NO2,2024-01-28,2026-04-10
2163003,7774462,no2,NO2,2024-01-28,2026-04-10
2162985,7774179,o3,O3,2024-01-28,2026-04-10
2162985,7774482,no2,NO2,2024-01-28,2026-04-10
2162885,7775210,o3,O3,2024-01-28,2026-04-10
2162885,7775373,no2,NO2,2024-01-28,2026-04-10
2162921,7774800,no2,NO2,2024-01-28,2026-04-07
2163020,7774353,o3,O3,2024-01-28,2025-11-05
2163020,7774777,no2,NO2,2024-01-28,2026-04-10
2162843,7773866,no2,NO2,2024-01-28,2026-04-10
2162843,7777523,pm25,PM2_5,2024-01-29,2026-04-07
2162983,7773491,o3,O3,2024-01-28,2026-04-10
2162983,7772849,no2,NO2,2024-01-28,2026-04-10
2162947,7773639,no2,NO2,2024-01-28,2026-04-10
2162976,7774203,o3,O3,2024-01-28,2026-04-10
2162976,7775762,no2,NO2,2024-01-28,2026-04-10
2162990,7775351,o3,O3,2024-01-28,2026-04-10
2162990,7775959,no2,NO2,2024-01-28,2026-04-10
2162963,7773257,no2,NO2,2024-01-28,2026-04-10
2162982,7774723,o3,O3,2024-01-28,2026-04-10
2162982,7772927,no2,NO2,2024-01-28,2026-04-10
6267693,15652250,no2,NO2,2026-03-09,2026-04-10
6267694,15652248,pm10,PM10,2026-03-09,2026-04-10
6267694,15652249,pm25,PM2_5,2026-03-09,2026-04-10
6267694,15652252,no2,NO2,2026-03-09,2026-04-10
221595,1288149,no2,NO2,2021-03-01,2024-01-23
